"","X","x"
"233","233","淘宝店还能存活多久.......//@龚文祥://@创而优则投://@天使投资唐:所以，阿里要与京东和苏宁易购等抗衡就要推天猫，淘宝店变为牺牲品！在美国，craigslist.org免费广告吃掉大多①地方报刊黄页广告收入②ebay的本地c2c市场份额！报刊传统媒体抵挡不过免费的互联网！"
"234","234","【以假乱真 850i改装法拉利enzo？】当我在ebay看到这个我就震惊了，刚开始还以为是在卖enzo，仔细一看，5升宝马v12发动机，6速手动变速箱，400匹马力输出，外观方面已经可以和原厂匹敌，真正的高手在民间啊"
"235","235","#镜报新闻#【悉尼男竟网上拍卖准岳母】大千世界，无奇不有。自从这互联网快速发展以来，网购已经不是什么新鲜事了，而令人啧啧称奇的是，竟然有人在网上出售岳母的！一名西悉尼男子daniel bush就把自己的准岳母——他未婚妻的母亲thea calleja，在ebay网上“挂牌出售了”。http://t.cn/zqw4fou"
"236","236","//@龚文祥: //@创而优则投://@天使投资唐:所以，阿里要与京东和苏宁易购等抗衡就要推天猫，淘宝店变为牺牲品！在美国，craigslist.org免费广告吃掉大多①地方报刊黄页广告收入②ebay的本地c2c市场份额！报刊传统媒体抵挡不过免费的互联网！"
"237","237","淘宝店做陪玩儿。。//@龚文祥://@创而优则投://@天使投资唐:所以，阿里要与京东和苏宁易购等抗衡就要推天猫，淘宝店变为牺牲品！在美国，craigslist.org免费广告吃掉大多①地方报刊黄页广告收入②ebay的本地c2c市场份额！报刊传统媒体抵挡不过免费的互联网！"
"238","238","【仅售￥503.63 印度ebay网站现身“lumia 920”】在ebay网站上发现了仅售4450卢布（折 合人民币503.63）的“lumia 920”。这款型号为lamia model r920在界面上也采用了wp系统的方块设计，但是你别指望能够实现动态磁贴功能。"
"239","239","//@龚文祥: //@创而优则投://@天使投资唐:所以，阿里要与京东和苏宁易购等抗衡就要推天猫，淘宝店变为牺牲品！在美国，craigslist.org免费广告吃掉大多①地方报刊黄页广告收入②ebay的本地c2c市场份额！报刊传统媒体抵挡不过免费的互联网！"
"240","240","@zyj_vera 淘宝店没前途//@龚文祥://@创而优则投://@天使投资唐:所以，阿里要与京东和苏宁易购等抗衡就要推天猫，淘宝店变为牺牲品！在美国，craigslist.org免费广告吃掉大多①地方报刊黄页广告收入②ebay的本地c2c市场份额！报刊传统媒体抵挡不过免费的互联网！"
"241","241","最后一发6号在结束前还是没搞到，于是ebay了。。。"
"242","242","//@创而优则投://@天使投资唐:所以，阿里要与京东和苏宁易购等抗衡就要推天猫，淘宝店变为牺牲品！在美国，craigslist.org免费广告吃掉大多①地方报刊黄页广告收入②ebay的本地c2c市场份额！报刊传统媒体抵挡不过免费的互联网！"
"243","243",":所以，阿里要与京东和苏宁易购等抗衡就要推天猫，淘宝店变为牺牲品！在美国，craigslist.org免费广告吃掉大多①地方报刊黄页广告收入②ebay的本地c2c市场份额！报刊传统媒体抵挡不过免费的互联网！8月21/23日北京创业大，报名人数少=得奖机会大 http://t.cn/zqoy0//@冷栋的微博:认同，c店干不过直销"
"244","244","【ebay结盟大型线下零售商 联手对抗亚马逊】8月8日消息，据国外媒体报道，作为曾经为小型卖家提供商品拍卖的网站，ebay如今正在挖角在线零售业巨头亚马逊的平台大型零售商。ebay公开表示，该公司能够帮助零售商更好地与亚马逊进行竞争。"
"245","245","【谷歌眼镜现身美国ebay 竞标价约合94800元】搜索巨头谷歌的硬件设备google glass能让你拍照片、录视频，并能查看信息。如果你想要一个，要不就成为它的开发者；要不就参加谷歌正在举办的一个活动，你得说明一下你会拿glass做什么，然后加上“#ifihadglass”标签发在google 或twitter上。"
"246","246","【谷歌眼镜现身ebay 竞价超过人民币56.7万元】你既不是谷歌眼镜的开发者，也不是谷歌 #ifihadglass活动中的赢家，所以你只能等待谷歌眼镜的正式发布了，对不对？也许还有其他办法哦。如果你有钱，你就可以在ebay网站上买下这件眼镜了，虽然现在这件眼镜的竞价已超过90，000美元（约人民币56.7万元）。"
"247","247","【全球限量26台的梅赛德斯奔驰clk gtr在美国ebay销售】里程数仅有70英里，售价199.598万美元，折合人民币1232万，世间罕见，国内的汽车收藏家们，该行动了。"
"248","248","【谷歌眼镜现身美国ebay 竞标价约合94800元】搜索巨头谷歌的硬件设备google glass能让你拍照片、录视频，并能查看信息。如果你想要一个，要不就成为它的开发者；要不就参加谷歌正在举办的一个活动，你得说明一下你会拿glass做什么，然后加上“#ifihadglass”标签发在google+或twitter上。"
"249","249","【以假乱真850i改装法拉利enzo？】当我在ebay看到这个我就震惊了，刚开始还以为是在卖enzo，仔细一看，5升宝马v12发动机，6速手动变速箱，400匹马力输出，外观方面已经可以和原厂匹敌，真正的高手在民间啊"
"250","250","【全球限量26台的梅赛德斯奔驰clk gtr在美国ebay销售】里程数仅有70英里，售价199.598万美元，折合人民币1232万，世间罕见，国内的汽车收藏家们，该行动了。"
"251","251","【暴雪员工纪念纪念剑盾 网上拍卖12万人民币】在暴雪干5年和10年会分别获得一把长剑和一枚盾牌，分别刻有员工的姓名。近日这两件纪念品被人放在ebay上拍卖，开价达19999美元(约12万人民币)。盾的重量约5.45公斤，剑约3.18公斤。由于编号和私密性，还从未被公开出售过。"
"252","252","国外媒体报道称，piper jaffray投资机构从今年3月开始监测苹果和三星二手手机的成交价值，最后其给出的数据显示，自4月以来已发布3年的iphone 4在ebay上的二手销售价格上涨了10%。"
"253","253","偷时间和从文具柜里偷东西是一样糟糕的。你可能会觉得我只是在ebay、flickr和youtube上花了一个钟头而已——但那真的会让你的同事发疯的。你你如果花在更有意义的工作上，对工作效率会有相当大的提升。"
"254","254","@saimjj_manzoku 美国这边amazon比ebay强大得多。我找到葛城的卡套了。而且很便宜（虽然貌似只剩下两个了"
"255","255","【手头紧 西悉尼男子上ebay拍卖岳母】岳母通常扮演着不太讨女婿喜欢的角色，但一位悉尼男子的做法就更加过火，他在一个在线拍卖网站上拍卖自己的岳母。这听起来似乎很缺德，但其实这是他岳母自己的主意。 http://t.cn/zqosmgd"
"256","256","大賣大賣<u+266a>(′▽｀)<u+266a>(′▽｀)宣傳車給力呀<u+301c>還是在涉谷 我這邊可能只能在ebay買了//@赤西仁让我不得不注册: 最后几张有灯箱的感觉我最爱！美！#hey what's up?#"
"257","257","偷时间和从文具柜里偷东西是一样糟糕的。你可能会觉得我只是在ebay、flickr和youtube上花了一个钟头而已——但那真的会让你的同事发疯的。你你如果花在更有意义的工作上，对工作效率会有相当大的提升。"
"258","258","ebay和amazon在中国发展的确不如本土企业，但也不能否认它们是受人尊重的伟大公司。我们应该少些狂妄，多存敬畏之心。"
"259","259","【在橱窗里下单，方便你的购物欲】尽管还是＂看得见，摸不着＂，橱窗里的实物还是胜过网上高清大图。ebay称这次与saturday的合作“已经从字面上重新定义了＂window shopping＂，以往这个词的意思等同于“看而不买”，但现在ebay创造了移动消费领域的新体验。"
"260","260","原来官方真的有卖 后知后觉太可怕了 现在只有ebay有了。。"
"261","261","2006年愚人节，本尼斯在ebay上宣布出售一具“妖精”的遗骸，他在接受bbc采访时说：“我收到了各种各样的邮件，其中有人说他们曾经看过完全相同的东西，还有一个人命令我立即把‘遗骸’交还到墓地，否则后果自负。”"
"262","262","cm手办正在ebay上拍着呢，全员签名呀喂……有兴趣可以去围观，有票纸的可以去掺和掺和嘛~戳→http://t.cn/szrrxu a http://t.cn/szrrxu"
"263","263","//@天使投资唐:所以，阿里要与京东和苏宁易购等抗衡就要推天猫，淘宝店变为牺牲品！在美国，craigslist.org免费广告吃掉大多①地方报刊黄页广告收入②ebay的本地c2c市场份额！报刊传统媒体抵挡不过免费的互联网！8月21/23日北京创业大，报名人数少=得奖机会大 htt"
"264","264","帮转～不过四百梳妆盒那个价格偏高啊……观望一下等有米了去ebay上拍"
"265","265","【翻新的微软32gsurface自用很不错哦$249@ebay】 http://t.cn/zqo1ftf"
"266","266","【apple macbook pro 13.3-inch$980@ebay】 http://t.cn/zqo38jb"
"267","267","目测不是很乐观 呵呵 其实不在意这个球 签名球带证书ebay250美金就能买到 真是很委屈//@陳爍jereson:回复@超级sf超级想和kobe单挑:博主没受伤吧？现场那么多目击证人！应该没事儿的！同为科蜜，希望博主能把球拿回来，同时不管那对夫妇是否为科蜜，这种人就应该受..."
"268","268","【第三方支付将添外资新丁 ebay难成第一家】7月1日讯，内有商业银行，外有支付公司获牌在即，第三方支付公司将面临更多挑战。据接近监管层人士透露，央行将在“不久后公布获得支付业务许可证的外资公司，最快会在7月内”，但有望拔得头筹的应该不是近期备受关注的ebay。"
"269","269","【第三方支付将添外资新丁 ebay难成第一家】7月1日讯，内有商业银行，外有支付公司获牌在即，第三方支付公司将面临更多挑战。据接近监管层人士透露，央行将在“不久后公布获得支付业务许可证的外资公司，最快会在7月内”，但有望拔得头筹的应该不是近期备受关注的ebay。"
"270","270","[觸控, 夜光] barnes & noble 電子書閱讀器 nook simple touch with glowlight $99免運(原價$119, 17% off) ebay: http://t.cn/zqouqrw barnes & noble:http://t.cn/zqouqra"
"271","271","[觸控, 夜光] barnes & noble 電子書閱讀器 nook simple touch with glowlight $99免運(原價$119, 17% off) ebay: http://t.cn/zqouqrw barnes & noble:http://t.cn/zqouqra"
"272","272","nike huarache 09 oj mayo pe，2009年全明星新秀赛，大概有赞助的合同，印象中只有kd穿了自己的第一代签名鞋，全橙色漆皮的。除了这双以外好像所有人都穿了图上这双huaruache 09，原来每个球员的鞋子都不一样，ebay有卖家再出售oj梅奥的球员版，鞋内侧有印他个人的logo，链接：http://t.cn/zqouqrh"
"273","273","//@天使投资唐:所以，阿里要与京东和苏宁易购等抗衡就要推天猫，淘宝店变为牺牲品！在美国，craigslist.org免费广告吃掉大多①地方报刊黄页广告收入②ebay的本地c2c市场份额！报刊传统媒体抵挡不过免费的互联网！8月21/23日北京创业大，报名人数少=得奖机会大 htt"
"274","274","呃。。。倒是ebay让我动心想把paypal里的钱用出去"
"275","275","@无电不商秦方竞 这个节奏对路不？//@天使投资唐:所以，阿里要与京东和苏宁易购等抗衡就要推天猫，淘宝店变为牺牲品！在美国，craigslist.org免费广告吃掉大多①地方报刊黄页广告收入②ebay的本地c2c市场份额！/@冷栋的微博:认同，c店干不过直销"
"276","276","【谷歌眼镜现身美国ebay 竞标价约合94800元】搜索巨头谷歌的硬件设备google glass能让你拍照片、录视频，并能查看信息。如果你想要一个，要不就成为它的开发者；要不就参加谷歌正在举办的一个活动，你得说明一下你会拿glass做什么，然后加上“#ifihadglass”标签发在google+或twitter上。"
"277","277","【《速度与激情2》三菱evo 24.6万元起拍】曾在《速度与激情2》中出镜的绿色三菱evo，里程数仅有884英里(约1358公里)。目前该车已在ebay拍卖起价3.9995万美元(约合人民币24.6万元)。"
"278","278","【谷歌眼镜现身ebay 竞价超过人民币56.7万元】你既不是谷歌眼镜的开发者，也不是谷歌 #ifihadglass活动中的赢家，所以你只能等待谷歌眼镜的正式发布了，对不对？也许还有其他办法哦。如果你有钱，你就可以在ebay网站上买下这件眼镜了，虽然现在这件眼镜的竞价已超过90，000美元（约人民币56.7万元）。"
"279","279","中国用户还不能在自己的paypal帐户上加入自己在国内的银行帐户，也不能向自己的信用卡里撤款。帐户余额只能用来：(1)支付ebay或paypal等网站的费用(2)给其他用户寄款。所以国人都用自己的支付宝，虽然paypal更保护买方利益，不过他们真的不了解中国人"
"280","280","hot ebay items always have this magic 15s. so many snipers nowadays. #ebay #auction #snipe #5s http://t.cn/zqoepnk"
"281","281","去淘宝，ebay搜了半天 原来loki的戒指是国外的一个强人自己diy出来的 http://t.cn/zqojqna 有兴趣的可以看这个攻略～ 我是做不出来拉"
"282","282","我想在ebay上買一箱洗髮水和一箱沐浴乳，location要在法國，寄回來廣州。可是我在ebay上找了好久，發現好多法國商家都只發本地的貨。而且聯繫賣家也沒有回應。我應該怎麼辦啊？？怎麼樣才能找到我想要的並且能夠寄來中國的商品啊？？？"
"283","283","【ipad太爷爷透明newton 110在ebay销售】　日前在 ebay 有一名卖家在销售一款透明版本 newton。这款透明的 apple newton 110 比起当年在市场上销售的版本来说更稀有。透明 newton 其实是苹果在当年的某场 apple conference 上赠送给开发者的限量版本。"
"284","284","【谷歌眼镜现身ebay 竞价超过人民币56.7万元】你既不是谷歌眼镜的开发者，也不是谷歌 #ifihadglass活动中的赢家，所以你只能等待谷歌眼镜的正式发布了，对不对？也许还有其他办法哦。如果你有钱，你就可以在ebay网站上买下这件眼镜了，虽然现在这件眼镜的竞价已超过90，000美元（约人民币56.7万元）。"
"285","285","在价格上做文章而成功或曾经成功的案例：淘宝（v.s.ebay）、360、凡客、小米"
"286","286","2013.8.8 my last day of internship at ebay~敬世上最友善的老板@陳甘比，最友好帮了我很多的@bill_h_ ，我的美丽小伙伴@羅爽carmenluo , 还有其他同样很友好地接受帮助我的同事~thank you and wish you all the best"
"287","287","还是买不起。。。 //@愛陸戰隊的二缺_jk://@samtien: 价格已经很公道了,搞不懂想什么//@ak27户外军品应用程序: ebay难道给你包邮么？算算等到货的时间，再一个，这个包上的套就是hsg1出的，costa叫hsg1贴牌代工而已。"
"288","288","ebay有诶 不过也很贵 哎..."
"289","289","【超圆形鸡蛋 出现几率为“十亿分之一”】12月26日讯，英国男子近日在做煎蛋卷的时候发现了一个奇圆无比的鸡蛋，他顿觉不可思议，便做了一个仔细的调查。调查发现，英国近几年出土的超圆形鸡蛋只有两个。因此，他尝试在ebay上出售这颗鸡蛋，最后竟售得91英镑。不过这一半的收入也将被捐给慈善机构。"
"290","290","【暴雪员工纪念纪念剑盾 网上拍卖12万人民币】在暴雪干5年和10年会分别获得一把长剑和一枚盾牌，分别刻有员工的姓名。近日这两件纪念品被人放在ebay上拍卖，开价达19999美元(约12万人民币)。盾的重量约5.45公斤，剑约3.18公斤。由于编号和私密性，还从未被公开出售过。"
"291","291","//@samtien: 价格已经很公道了,搞不懂想什么//@ak27户外军品应用程序: ebay难道给你包邮么？算算等到货的时间，再一个，这个包上的套就是hsg1出的，costa叫hsg1贴牌代工而已。"
"292","292","一名西悉尼男子daniel bush把自己的准岳母——他未婚妻的母亲thea calleja，在ebay网上“挂牌出售了”。“你只能买下她七天，她会做饭，会打扫，并且随身带着一条狗。”这是bush在网上的描述。这个没心没肺的准女婿，居然把丈母娘放到网上出卖？原来这个想法竟然是由老人自己提出来的。"
"293","293","上周发的quota的软文被疯狂的卖家顶到ebay官网论坛top 2，然后，今天涌进来的ebay账号使得总额度到了1000万。再然后，悲剧的是，8点30分，服务器被你们搞挂了，苦逼修复中。呃，我想说的是，为了保证老客户能正常使用，在我们完成扩容之前，quota免费版本暂停发放新的邀请码。不好意思。"
"294","294","价格已经很公道了,搞不懂想什么//@ak27户外军品应用程序: ebay难道给你包邮么？算算等到货的时间，再一个，这个包上的套就是hsg1出的，costa叫hsg1贴牌代工而已。//@坎大哈的一头牛: 贵了,ebay卖140美刀,另外这个是hsgi出的@古月夹心 @海啸士官长"
"295","295","除了贵啥都好//@ak27户外军品应用程序: ebay难道给你包邮么？算算等到货的时间，再一个，这个包上的套就是hsg1出的，costa叫hsg1贴牌代工而已。//@坎大哈的一头牛: 贵了,ebay卖140美刀,另外这个是hsgi出的@古月夹心 @海啸士官长"
"296","296","hi 帮我家姐做个广告 国内现在的这些产品大部分都是假的 现在我们为了给大家分辨假货真货 特意从泰国进货过来澳洲 然后再进行发售 我们在ebay上都有进行销售 希望大家购买 有意请联系哦亲 我在:unwins bridge rd"
"297","297","ebay上能买到，ms比忍术水蜘蛛靠谱http://t.cn/zqop5oh果壳网: 这算“铁掌水上漂”么？"
"298","298","贵了,ebay卖140美刀,另外这个是hsgi出的@古月夹心 @海啸士官长 //@ak27户外军品应用程序: 数量多的，放心大胆的去玩吧//@爱的战士_nightaria: 给我留一套 //@ak27户外军品应用程序:要去菲律宾g1的可以买此骚货哦。。。"
"299","299","忍paypal忍够了，妈蛋要我跑到你们面前去证明这个账户是我的么！换个国家就锁我账户不让我用自己的卡，提供这个证明那个证明，退税单银行信证明地址和姓名都不够，你们这不是保护了我的安全，是让我放弃不要用这个账号了！要不是为了ebay。。@paypal_china 虽然不是你但是你的米国兄弟，就中下枪吧"
"300","300","分享自ebay 《paypal全球跨境电子商务报告为中国在线外贸商户提供权威指南》 -  （图：跨境在线出口-美国仍是最大市场 巴西增长迅速前景广阔） 近日，paypal在北京发布了首份全... (来自 @头条博客) - http://t.cn/zqocf23"
"301","301","【天价改装458italia流拍 轮圈价值百万美金】迈阿密改装品牌latitude wheels的一台改装法拉利458 italia几周前被放到ebay拍卖，拍价近130万美元。而一台原厂458售价不过23万美金而已。latitude称将车拍到如此高价是因此车轮圈就价值100万美元，但还是最终流拍了。"
"302","302","【暴雪员工纪念纪念剑盾 网上拍卖12万人民币】在暴雪干5年和10年会分别获得一把长剑和一枚盾牌，分别刻有员工的姓名。近日这两件纪念品被人放在ebay上拍卖，开价达19999美元(约12万人民币)。盾的重量约5.45公斤，剑约3.18公斤。由于编号和私密性，还从未被公开出售过。"
"303","303","我同意浏览和下单体验绝不是ebay和amazon的核心竞争力；物流费用是由于地理人口密度限制的<u+301c>；但是为什么他可以不用免费呢？ //@龚文祥: 转发微博"
"304","304","【全球两台 世嘉未问世主机“冥王星”10万天价售出】ebay上一位id名为kidvid666的卖家，日前以15500美元（约合95267元人民币）的高价卖出了以前在跳蚤市场以“1美元”购入、全世界仅有2台的sega未发售梦幻主机“冥王星(pluto)”的原型机。"
"305","305","回复@mr_brightside_lee:大减价，放上ebay10天拍卖，看完刚好卖掉。 //@mr_brightside_lee:breaking bad現在才看太遲了吧？"
"306","306","【仅售￥503.63 印度ebay网站现身“lumia 920”】在ebay网站上发现了仅售4450卢布（折 合人民币503.63）的“lumia 920”。这款型号为lamia model r920在界面上也采用了wp系统的方块设计，但是你别指望能够实现动态磁贴功能。"
"307","307","我從ebay上買了dvd~//@书蠹精: 我买了原版的cd三张。据专业人士说江青的咏叹调""i am the wife of mao zedong""难度很高。如果有兴趣，可以在土豆里听选段。 //@瑶草:这个剧照~"
"308","308","再说一下网站体验，上次在ebay上搜商品搜出来的图片没法看。在用户体验和淘宝比差很运更别说和天猫比了。"
"309","309","【谷歌眼镜现身美国ebay 竞标价约合94800元】搜索巨头谷歌的硬件设备google glass能让你拍照片、录视频，并能查看信息。如果你想要一个，要不就成为它的开发者；要不就参加谷歌正在举办的一个活动，你得说明一下你会拿glass做什么，然后加上“#ifihadglass”标签发在google+或twitter上。"
"310","310","等等这个大哥我在ebay上面看到过超便宜啊"
"311","311","【美国29岁男子出售游戏商店 标价350万美元】一位居住在佛罗里达的男子在ebay上为自己所拥有的三家游戏商店以及房屋，汽车和收藏品的所有权标价350万美元。除此之外，买家还会得到butcher所有的个人收藏，包括《蜘蛛侠：火焰之网》32x, 未拆封的neo geo，红白机游戏，《光环：致远星》等等。"
"312","312","建议中国网售商们多向amazon和ebay学习！//@李成东v: 蛋定，在俄罗斯平均要两个月时间//@巴黎酒桶吴小鉴:欧洲还常有30天后发货，常常收货的时候都忘记自己买过这货了//@yinghe00://@李成东v:美国同城配送20美金且不保证次日达，你要是管中国用户收20人民币，看用户买不买账。//@巴黎"
"313","313","在ebay上看到了这个 made-in-china."
"314","314","另一反面是没有珠三角长三角这种大批量小规模集群式制造基地，实际ebay,amazon上的直营店也多半卖中国产品，美国公司产品根本不卖给自营小卖家"
"315","315","澳洲七号台报道 一个来自悉尼西区的男子将他未婚妻的妈妈放在ebay 出售 条件是：您只能拥有她七天 她能做饭 清洁家居并有一条狗 她只能在一个层面活动 因为他关接有些不好 ... 她虽然不是原装的 但我需要換我的八周医院的费用 这就是全部....这样的故事会发生在我们身边吗？大干世界 要说爱你不容易"
"316","316","竟然收到 ebay 印度的来电"
"317","317","这些人生准则不要去试图达到，不然自寻烦恼。paypal 提现 充值，ebay代付和竞拍 qq ：447570683"
"318","318","【暴雪员工纪念纪念剑盾 网上拍卖12万人民币】在暴雪干5年和10年会分别获得一把长剑和一枚盾牌，分别刻有员工的姓名。近日这两件纪念品被人放在ebay上拍卖，开价达19999美元(约12万人民币)。盾的重量约5.45公斤，剑约3.18公斤。由于编号和私密性，还从未被公开出售过。"
"319","319","@akimuu- 搜了一下ebay上还真有的卖 但是淘宝没有代购(._.)"
"320","320","//@李远亮v: 别扯了行不？你认为狗屎一样的体验在老外看来却是最合理的存在，大家的思维理解方式不一样罢，这也是为什么这些年国外的互联网进不来，中国的互联网也走不出去的原因。阿里巴巴用淘宝打易趣只用了一年多时间，而现在用aliexpress打ebay打了三年多也就是给人家挠下痒。@丁辰灵"
"321","321","别扯了行不？你认为狗屎一样的体验在老外看来却是最合理的存在，大家的思维理解方式不一样罢，这也是为什么这些年国外的互联网进不来，中国的互联网也走不出去的原因。阿里巴巴用淘宝打易趣只用了一年多时间，而现在用aliexpress打ebay打了三年多也就是给人家挠下痒。@丁辰灵"
"322","322","为什么ebay和amazon比中国电商发展慢？因为扣费高，效率低，没价格优势；加上配送慢配送体验差，还要收很高的配送费用；再加上欧美传统商业就很发达，电商的优势就更弱了，当然发展比中国慢！友情建议贝佐斯来中国呆一年体验，不要“坐井观天”，天天忽悠的用户体验，却远不如中国同行。"
"323","323","【全球两台 世嘉未问世主机“冥王星”10万天价售出】ebay上一位id名为kidvid666的卖家，日前以15500美元（约合95267元人民币）的高价卖出了以前在跳蚤市场以“1美元”购入、全世界仅有2台的sega未发售梦幻主机“冥王星(pluto)”的原型机。"
"324","324","#ebay科技前沿#【2015年-五个人的ebay故事（配中字）】唱片店老板garret、收藏家dimitri、精心准备约会的annie……2015年，来自全球各地的五个人，背景不同、年龄各异，但他们拥有一个共同的世界：ebay。视频展现了ebay对线上线下商务的完美融合，以及全球化贸易的未来愿景。http://t.cn/zq0gxi3"
"325","325","开个淘宝店是免费的，但如果你要是开个amazon店铺，这要收取28.75英镑/月的店铺费，ebay也有店铺费也不低！有竞争是好事，当中国电商巨头出海后，ebay和amazon的好日子就不会太长。狗屎一样的用户体验，届时被神化的ebay和amazon就会走下神坛！"
"326","326","【谷歌眼镜现身ebay 竞价超过人民币56.7万元】你既不是谷歌眼镜的开发者，也不是谷歌 #ifihadglass活动中的赢家，所以你只能等待谷歌眼镜的正式发布了，对不对？也许还有其他办法哦。如果你有钱，你就可以在ebay网站上买下这件眼镜了，虽然现在这件眼镜的竞价已超过90，000美元（约人民币56.7万元）。"
"327","327","ebay上看到的商品，不知道你看懂了么？@闫闯_汽车之家 @ozel-易车网 @初晓敏 @汽车之家 @易车网 @新浪汽车 @搜狐汽车官方微博"
"328","328","【ebay & amazon 收费与市场对比】大家来感受一下，平均的佣金率接近18%，而第二张图是亚马逊中国明显低了很多，10%左右。亚马逊全球日子很好过，是因为还没有碰到中国这样彪悍的竞争对手。"
"329","329","丢哪？ebay?有人象宝马高官确认过吗？道听途说吧"
"330","330","2006年愚人节，本尼斯在ebay上宣布出售一具“妖精”的遗骸，他在接受bbc采访时说：“我收到了各种各样的邮件，其中有人说他们曾经看过完全相同的东西，还有一个人命令我立即把‘遗骸’交还到墓地，否则后果自负。”"
"331","331","ebay now expands home delivery service to desktop！！！！"
"332","332","【以假乱真 850i改装法拉利enzo？】当我在ebay看到这个我就震惊了，刚开始还以为是在卖enzo，仔细一看，5升宝马v12发动机，6速手动变速箱，400匹马力输出，外观方面已经可以和原厂匹敌，真正的高手在民间啊"
"333","333","【以假乱真 850i改装法拉利enzo？】当我在ebay看到这个我就震惊了，刚开始还以为是在卖enzo，仔细一看，5升宝马v12发动机，6速手动变速箱，400匹马力输出，外观方面已经可以和原厂匹敌，真正的高手在民间啊"
"334","334","引用独配solemate的转发理由:这个人出了名卖厂货假鞋的，好像都是香港发...同时作为给ebay球鞋訊息的评论发布.同时作为给独配solemate的评论发布. //@独配solemate:这个人出了名卖厂货假鞋的，好像都是香港发货。不知道哪来的这些鞋 //@蔣雨鈞mars: 瞬间中毒。@彭新雨_luckynighttheryan @谢冠洲"
"335","335","【手机保值新数据】投资公司piper jaffray通过分析二手手机销售情况来分析手机实际价值。从4月至今数据显示，iphone 4在ebay上二手销售价格涨10%，iphone 4s降11.85%，而iphone 5只降了3.75%。同期，三星galaxy s3在ebay上售价跌27.32%，galaxy note ii跌了35.54%。也就是说苹果手机保值度比三星高！"
"336","336","【第三方支付将添外资新丁 ebay难成第一家】7月1日讯，内有商业银行，外有支付公司获牌在即，第三方支付公司将面临更多挑战。据接近监管层人士透露，央行将在“不久后公布获得支付业务许可证的外资公司，最快会在7月内”，但有望拔得头筹的应该不是近期备受关注的ebay。"
"337","337","【ipad太爷爷透明newton 110在ebay销售】　日前在 ebay 有一名卖家在销售一款透明版本 newton。这款透明的 apple newton 110 比起当年在市场上销售的版本来说更稀有。透明 newton 其实是苹果在当年的某场 apple conference 上赠送给开发者的限量版本。"
"338","338","忽然生出种要把我朝诸种旅行社包开会纪念包挂高价挂在北美欧洲ebay的冲动 //@非主流南瓜://@vivianyuan_小v: 哈哈哈哈哈哈，消费者心理就是这样吗？!//@bbbryan:高端洋气啊！ //@kevin凯文老师:"
"339","339","ebay市值没亚马逊大，因为c店+中介平台迟早被直销干掉，国内淘宝店,第3方还有诚信差物流等问题！去webplus.com报名创业大赛//@南丰橘子哥:早就这样//@南曼后杰首果:前3位本来就是天猫//@龚文祥:刚才网友爆料“ 你只要在淘宝搜索某某正品,一律出来的是天猫店铺,c店全部屏蔽”…的确排在前面的都是天猫店"
"340","340","【“硅谷大神”伊隆·马斯克】1995年，创办公司zip2，后3亿美元卖给康柏公司；1998年创立paypal，后15亿卖给ebay；2002年创办航天公司spacex，成功发射史上第一艘私人公司飞船；2003年创办特斯拉，如今市值超过100亿美元；他还是5个儿子的父亲(分别是一对双胞胎和三个三胞胎)→http://t.cn/zq0aqeh"
"341","341","【亚马逊推社交收藏功能 与pinterest类似】新的收藏功能功能collections允许用户发布自己喜欢或已经购买的产品图片，并可进行分类管理。如果对其他用户的收藏页面中商品感兴趣，用户可以方便地进行购买。去年它的竞争对手ebay也推出了类pinterest功能。"
"342","342","【谷歌眼镜现身ebay 竞价超过人民币56.7万元】你既不是谷歌眼镜的开发者，也不是谷歌 #ifihadglass活动中的赢家，所以你只能等待谷歌眼镜的正式发布了，对不对？也许还有其他办法哦。如果你有钱，你就可以在ebay网站上买下这件眼镜了，虽然现在这件眼镜的竞价已超过90，000美元（约人民币56.7万元）。"
"343","343","发表了博文 《公司起名：网站起名的方法与技巧》 - 一，网站起名方法与技巧首先就是简介、易记 任何一个网站地址url都应该简洁，容易拼写，易于理解，这是一个最主要的原则。像yahoo、ebay、si http://t.cn/zqo7lms"
"344","344","//@yan10研食: //@-绯红-: ebay做到了 //@管理大师智慧:转发微博"
"345","345","【二手iphone 4价格上涨10% s3暴跌】投资公司piper jaffray自3月中旬以来一直在监测苹果和三星受欢迎的智能手机二手销售情况。数据显示自4月以来，二手iphone 4在ebay上的售价上涨了10%，4s下降了11.85%，iphone 5只下降了3.75%。而二手三星galaxy s3售价暴跌27.32%，note ii的售价竟暴跌了35.54%。"
"346","346","with ebay cto at project award ceremony : ) with @元腾不会飞"
"347","347","折合了一下，发现120台币=24元人民币。好吧，现在的价格都疯到我完全不觉得这个价格很贵otz//@小面包_求黄君蓝君上剧: 其实ebay上所有卖家各种周边都是这个价~浴巾t恤什么的估计3倍都有了//@哇係rina: 看了一下價錢 真的是太扯了.白金那個是發生了什麼慘案啊！台幣比日幣原價貴.太扯了這群人"
"348","348","【天价改装458italia流拍 轮圈价值百万美金】迈阿密改装品牌latitude wheels的一台改装法拉利458 italia几周前被放到ebay拍卖，拍价近130万美元。而一台原厂458售价不过23万美金而已。latitude称将车拍到如此高价是因此车轮圈就价值100万美元，但还是最终流拍了。"
